VCCNo,PollingPlaceLong,Tabulator,District,Office,CandidateName,Votes
VCC02,CHAPARRAL ELEMENTARY SCHOOL,VCC-1256-058-A,5,City Council District 5,ROBERT J. ARAGON,1
VCC02,CHAPARRAL ELEMENTARY SCHOOL,VCC-1256-058-A,6,Mayor,TIMOTHY M. KELLER,1
VCC02,CHAPARRAL ELEMENTARY SCHOOL,VCC-1256-058-A,6,Mayor,DAN LEWIS,1
VCC02,CHAPARRAL ELEMENTARY SCHOOL,VCC-1256-058-A,7,Mayor,TIMOTHY M. KELLER,0
VCC02,CHAPARRAL ELEMENTARY SCHOOL,VCC-1256-058-A,7,Mayor,DAN LEWIS,1
VCC02,CHAPARRAL ELEMENTARY SCHOOL,VCC-1256-058-A,8,Mayor,TIMOTHY M. KELLER,1
VCC02,CHAPARRAL ELEMENTARY SCHOOL,VCC-1256-058-A,8,Mayor,DAN LEWIS,0
VCC02,CHAPARRAL ELEMENTARY SCHOOL,VCC-1257-059-B,1,Mayor,TIMOTHY M. KELLER,89
VCC02,CHAPARRAL ELEMENTARY SCHOOL,VCC-1257-059-B,1,Mayor,DAN LEWIS,84
VCC02,CHAPARRAL ELEMENTARY SCHOOL,VCC-1257-059-B,2,Mayor,TIMOTHY M. KELLER,4
VCC02,CHAPARRAL ELEMENTARY SCHOOL,VCC-1257-059-B,2,Mayor,DAN LEWIS,2
VCC02,CHAPARRAL ELEMENTARY SCHOOL,VCC-1257-059-B,3,Mayor,TIMOTHY M. KELLER,3
VCC02,CHAPARRAL ELEMENTARY SCHOOL,VCC-1257-059-B,3,Mayor,DAN LEWIS,0
VCC02,CHAPARRAL ELEMENTARY SCHOOL,VCC-1257-059-B,4,Mayor,TIMOTHY M. KELLER,1
VCC02,CHAPARRAL ELEMENTARY SCHOOL,VCC-1257-059-B,4,Mayor,DAN LEWIS,1
VCC02,CHAPARRAL ELEMENTARY SCHOOL,VCC-1257-059-B,5,Mayor,TIMOTHY M. KELLER,6
VCC02,CHAPARRAL ELEMENTARY SCHOOL,VCC-1257-059-B,5,Mayor,DAN LEWIS,2
VCC02,CHAPARRAL ELEMENTARY SCHOOL,VCC-1257-059-B,5,City Council District 5,CYNTHIA D. BORREGO,6
VCC02,CHAPARRAL ELEMENTARY SCHOOL,VCC-1257-059-B,5,City Council District 5,ROBERT J. ARAGON,1
VCC02,CHAPARRAL ELEMENTARY SCHOOL,VCC-1257-059-B,6,Mayor,TIMOTHY M. KELLER,2
VCC02,CHAPARRAL ELEMENTARY SCHOOL,VCC-1257-059-B,6,Mayor,DAN LEWIS,1
VCC02,CHAPARRAL ELEMENTARY SCHOOL,VCC-1257-059-B,7,Mayor,TIMOTHY M. KELLER,2
VCC02,CHAPARRAL ELEMENTARY SCHOOL,VCC-1257-059-B,7,Mayor,DAN LEWIS,0
VCC02,CHAPARRAL ELEMENTARY SCHOOL,VCC-1257-059-B,8,Mayor,TIMOTHY M. KELLER,0
VCC02,CHAPARRAL ELEMENTARY SCHOOL,VCC-1257-059-B,8,Mayor,DAN LEWIS,1
VCC02,CHAPARRAL ELEMENTARY SCHOOL,VCC-1257-059-B,9,Mayor,TIMOTHY M. KELLER,2
VCC02,CHAPARRAL ELEMENTARY SCHOOL,VCC-1257-059-B,9,Mayor,DAN LEWIS,0
VCC02,CHAPARRAL ELEMENTARY SCHOOL,VCC-1258-060-C,1,Mayor,TIMOTHY M. KELLER,59
VCC02,CHAPARRAL ELEMENTARY SCHOOL,VCC-1258-060-C,1,Mayor,DAN LEWIS,65
VCC02,CHAPARRAL ELEMENTARY SCHOOL,VCC-1258-060-C,2,Mayor,TIMOTHY M. KELLER,2
VCC02,CHAPARRAL ELEMENTARY SCHOOL,VCC-1258-060-C,2,Mayor,DAN LEWIS,0
VCC02,CHAPARRAL ELEMENTARY SCHOOL,VCC-1258-060-C,3,Mayor,TIMOTHY M. KELLER,2
VCC02,CHAPARRAL ELEMENTARY SCHOOL,VCC-1258-060-C,3,Mayor,DAN LEWIS,3
VCC02,CHAPARRAL ELEMENTARY SCHOOL,VCC-1258-060-C,4,Mayor,TIMOTHY M. KELLER,1
VCC02,CHAPARRAL ELEMENTARY SCHOOL,VCC-1258-060-C,4,Mayor,DAN LEWIS,2
VCC02,CHAPARRAL ELEMENTARY SCHOOL,VCC-1258-060-C,5,Mayor,TIMOTHY M. KELLER,8
VCC02,CHAPARRAL ELEMENTARY SCHOOL,VCC-1258-060-C,5,Mayor,DAN LEWIS,3
VCC02,CHAPARRAL ELEMENTARY SCHOOL,VCC-1258-060-C,5,City Council District 5,CYNTHIA D. BORREGO,4
VCC02,CHAPARRAL ELEMENTARY SCHOOL,VCC-1258-060-C,5,City Council District 5,ROBERT J. ARAGON,6
VCC02,CHAPARRAL ELEMENTARY SCHOOL,VCC-1258-060-C,6,Mayor,TIMOTHY M. KELLER,3
VCC02,CHAPARRAL ELEMENTARY SCHOOL,VCC-1258-060-C,6,Mayor,DAN LEWIS,0
VCC02,CHAPARRAL ELEMENTARY SCHOOL,VCC-1258-060-C,7,Mayor,TIMOTHY M. KELLER,2
VCC02,CHAPARRAL ELEMENTARY SCHOOL,VCC-1258-060-C,7,Mayor,DAN LEWIS,1
VCC02,CHAPARRAL ELEMENTARY SCHOOL,VCC-1258-060-C,8,Mayor,TIMOTHY M. KELLER,1
VCC02,CHAPARRAL ELEMENTARY SCHOOL,VCC-1258-060-C,8,Mayor,DAN LEWIS,1
VCC02,CHAPARRAL ELEMENTARY SCHOOL,VCC-1258-060-C,9,Mayor,TIMOTHY M. KELLER,1
VCC02,CHAPARRAL ELEMENTARY SCHOOL,VCC-1258-060-C,9,Mayor,DAN LEWIS,0
VCC03,LADERA GOLF COURSE,VCC-1260-062-A,1,Mayor,TIMOTHY M. KELLER,165
VCC03,LADERA GOLF COURSE,VCC-1260-062-A,1,Mayor,DAN LEWIS,121
VCC03,LADERA GOLF COURSE,VCC-1260-062-A,2,Mayor,TIMOTHY M. KELLER,3
VCC03,LADERA GOLF COURSE,VCC-1260-062-A,2,Mayor,DAN LEWIS,5
VCC03,LADERA GOLF COURSE,VCC-1260-062-A,3,Mayor,TIMOTHY M. KELLER,6
VCC03,LADERA GOLF COURSE,VCC-1260-062-A,3,Mayor,DAN LEWIS,2
VCC03,LADERA GOLF COURSE,VCC-1260-062-A,4,Mayor,TIMOTHY M. KELLER,4
VCC03,LADERA GOLF COURSE,VCC-1260-062-A,4,Mayor,DAN LEWIS,0
VCC03,LADERA GOLF COURSE,VCC-1260-062-A,5,Mayor,TIMOTHY M. KELLER,6
VCC03,LADERA GOLF COURSE,VCC-1260-062-A,5,Mayor,DAN LEWIS,5
VCC03,LADERA GOLF COURSE,VCC-1260-062-A,5,City Council District 5,CYNTHIA D. BORREGO,4
VCC03,LADERA GOLF COURSE,VCC-1260-062-A,5,City Council District 5,ROBERT J. ARAGON,5
VCC03,LADERA GOLF COURSE,VCC-1260-062-A,6,Mayor,TIMOTHY M. KELLER,1
VCC03,LADERA GOLF COURSE,VCC-1260-062-A,6,Mayor,DAN LEWIS,0
VCC03,LADERA GOLF COURSE,VCC-1260-062-A,7,Mayor,TIMOTHY M. KELLER,2
VCC03,LADERA GOLF COURSE,VCC-1260-062-A,7,Mayor,DAN LEWIS,0
VCC03,LADERA GOLF COURSE,VCC-1260-062-A,8,Mayor,TIMOTHY M. KELLER,1
VCC03,LADERA GOLF COURSE,VCC-1260-062-A,8,Mayor,DAN LEWIS,1
VCC03,LADERA GOLF COURSE,VCC-1260-062-A,9,Mayor,TIMOTHY M. KELLER,1
VCC03,LADERA GOLF COURSE,VCC-1260-062-A,9,Mayor,DAN LEWIS,2
VCC03,LADERA GOLF COURSE,VCC-1261-063-B,1,Mayor,TIMOTHY M. KELLER,178
VCC03,LADERA GOLF COURSE,VCC-1261-063-B,1,Mayor,DAN LEWIS,102
VCC03,LADERA GOLF COURSE,VCC-1261-063-B,2,Mayor,TIMOTHY M. KELLER,8
VCC03,LADERA GOLF COURSE,VCC-1261-063-B,2,Mayor,DAN LEWIS,3
VCC03,LADERA GOLF COURSE,VCC-1261-063-B,3,Mayor,TIMOTHY M. KELLER,8
VCC03,LADERA GOLF COURSE,VCC-1261-063-B,3,Mayor,DAN LEWIS,5
VCC03,LADERA GOLF COURSE,VCC-1261-063-B,4,Mayor,TIMOTHY M. KELLER,1
VCC03,LADERA GOLF COURSE,VCC-1261-063-B,4,Mayor,DAN LEWIS,2
VCC03,LADERA GOLF COURSE,VCC-1261-063-B,5,Mayor,TIMOTHY M. KELLER,7
VCC03,LADERA GOLF COURSE,VCC-1261-063-B,5,Mayor,DAN LEWIS,8
VCC03,LADERA GOLF COURSE,VCC-1261-063-B,5,City Council District 5,CYNTHIA D. BORREGO,9
VCC03,LADERA GOLF COURSE,VCC-1261-063-B,5,City Council District 5,ROBERT J. ARAGON,6
VCC03,LADERA GOLF COURSE,VCC-1261-063-B,6,Mayor,TIMOTHY M. KELLER,2
VCC03,LADERA GOLF COURSE,VCC-1261-063-B,6,Mayor,DAN LEWIS,1
VCC03,LADERA GOLF COURSE,VCC-1261-063-B,7,Mayor,TIMOTHY M. KELLER,3
VCC03,LADERA GOLF COURSE,VCC-1261-063-B,7,Mayor,DAN LEWIS,1
VCC03,LADERA GOLF COURSE,VCC-1261-063-B,8,Mayor,TIMOTHY M. KELLER,1
VCC03,LADERA GOLF COURSE,VCC-1261-063-B,8,Mayor,DAN LEWIS,1
VCC03,LADERA GOLF COURSE,VCC-1261-063-B,9,Mayor,TIMOTHY M. KELLER,2
VCC03,LADERA GOLF COURSE,VCC-1261-063-B,9,Mayor,DAN LEWIS,2
VCC04,PAINTED SKY ELEMENTARY SCHOOL,VCC-1264-066-A,1,Mayor,TIMOTHY M. KELLER,157
VCC04,PAINTED SKY ELEMENTARY SCHOOL,VCC-1264-066-A,1,Mayor,DAN LEWIS,92
VCC04,PAINTED SKY ELEMENTARY SCHOOL,VCC-1264-066-A,2,Mayor,TIMOTHY M. KELLER,5
VCC04,PAINTED SKY ELEMENTARY SCHOOL,VCC-1264-066-A,2,Mayor,DAN LEWIS,3
VCC04,PAINTED SKY ELEMENTARY SCHOOL,VCC-1264-066-A,3,Mayor,TIMOTHY M. KELLER,11
VCC04,PAINTED SKY ELEMENTARY SCHOOL,VCC-1264-066-A,3,Mayor,DAN LEWIS,5
VCC04,PAINTED SKY ELEMENTARY SCHOOL,VCC-1264-066-A,4,Mayor,TIMOTHY M. KELLER,1
VCC04,PAINTED SKY ELEMENTARY SCHOOL,VCC-1264-066-A,4,Mayor,DAN LEWIS,0
VCC04,PAINTED SKY ELEMENTARY SCHOOL,VCC-1264-066-A,5,Mayor,TIMOTHY M. KELLER,14
VCC04,PAINTED SKY ELEMENTARY SCHOOL,VCC-1264-066-A,5,Mayor,DAN LEWIS,4
VCC04,PAINTED SKY ELEMENTARY SCHOOL,VCC-1264-066-A,5,City Council District 5,CYNTHIA D. BORREGO,16
VCC04,PAINTED SKY ELEMENTARY SCHOOL,VCC-1264-066-A,5,City Council District 5,ROBERT J. ARAGON,2
VCC04,PAINTED SKY ELEMENTARY SCHOOL,VCC-1264-066-A,6,Mayor,TIMOTHY M. KELLER,1
VCC04,PAINTED SKY ELEMENTARY SCHOOL,VCC-1264-066-A,6,Mayor,DAN LEWIS,0
VCC04,PAINTED SKY ELEMENTARY SCHOOL,VCC-1264-066-A,7,Mayor,TIMOTHY M. KELLER,3
VCC04,PAINTED SKY ELEMENTARY SCHOOL,VCC-1264-066-A,7,Mayor,DAN LEWIS,2
VCC04,PAINTED SKY ELEMENTARY SCHOOL,VCC-1264-066-A,8,Mayor,TIMOTHY M. KELLER,3
VCC04,PAINTED SKY ELEMENTARY SCHOOL,VCC-1264-066-A,8,Mayor,DAN LEWIS,0
VCC04,PAINTED SKY ELEMENTARY SCHOOL,VCC-1264-066-A,9,Mayor,TIMOTHY M. KELLER,1
VCC04,PAINTED SKY ELEMENTARY SCHOOL,VCC-1264-066-A,9,Mayor,DAN LEWIS,0
VCC05,S.R. MARMON ELEMENTARY SCHOOL,VCC-1270-070-A,1,Mayor,TIMOTHY M. KELLER,74
VCC05,S.R. MARMON ELEMENTARY SCHOOL,VCC-1270-070-A,1,Mayor,DAN LEWIS,60
VCC05,S.R. MARMON ELEMENTARY SCHOOL,VCC-1270-070-A,2,Mayor,TIMOTHY M. KELLER,2
VCC05,S.R. MARMON ELEMENTARY SCHOOL,VCC-1270-070-A,2,Mayor,DAN LEWIS,1
VCC05,S.R. MARMON ELEMENTARY SCHOOL,VCC-1270-070-A,3,Mayor,TIMOTHY M. KELLER,5
VCC05,S.R. MARMON ELEMENTARY SCHOOL,VCC-1270-070-A,3,Mayor,DAN LEWIS,3
VCC05,S.R. MARMON ELEMENTARY SCHOOL,VCC-1270-070-A,5,Mayor,TIMOTHY M. KELLER,3
VCC05,S.R. MARMON ELEMENTARY SCHOOL,VCC-1270-070-A,5,Mayor,DAN LEWIS,1
VCC05,S.R. MARMON ELEMENTARY SCHOOL,VCC-1270-070-A,5,City Council District 5,CYNTHIA D. BORREGO,3
VCC05,S.R. MARMON ELEMENTARY SCHOOL,VCC-1270-070-A,5,City Council District 5,ROBERT J. ARAGON,1
VCC05,S.R. MARMON ELEMENTARY SCHOOL,VCC-1270-070-A,6,Mayor,TIMOTHY M. KELLER,1
VCC05,S.R. MARMON ELEMENTARY SCHOOL,VCC-1270-070-A,6,Mayor,DAN LEWIS,3
VCC05,S.R. MARMON ELEMENTARY SCHOOL,VCC-1270-070-A,7,Mayor,TIMOTHY M. KELLER,1
VCC05,S.R. MARMON ELEMENTARY SCHOOL,VCC-1270-070-A,7,Mayor,DAN LEWIS,1
VCC05,S.R. MARMON ELEMENTARY SCHOOL,VCC-1270-070-A,8,Mayor,TIMOTHY M. KELLER,0
VCC05,S.R. MARMON ELEMENTARY SCHOOL,VCC-1270-070-A,8,Mayor,DAN LEWIS,1
VCC05,S.R. MARMON ELEMENTARY SCHOOL,VCC-1270-070-A,9,Mayor,TIMOTHY M. KELLER,0
VCC05,S.R. MARMON ELEMENTARY SCHOOL,VCC-1270-070-A,9,Mayor,DAN LEWIS,1
VCC05,S.R. MARMON ELEMENTARY SCHOOL,VCC-1271-071-B,1,Mayor,TIMOTHY M. KELLER,81
VCC05,S.R. MARMON ELEMENTARY SCHOOL,VCC-1271-071-B,1,Mayor,DAN LEWIS,54
VCC05,S.R. MARMON ELEMENTARY SCHOOL,VCC-1271-071-B,2,Mayor,TIMOTHY M. KELLER,3
VCC05,S.R. MARMON ELEMENTARY SCHOOL,VCC-1271-071-B,2,Mayor,DAN LEWIS,0
VCC05,S.R. MARMON ELEMENTARY SCHOOL,VCC-1271-071-B,3,Mayor,TIMOTHY M. KELLER,5
VCC05,S.R. MARMON ELEMENTARY SCHOOL,VCC-1271-071-B,3,Mayor,DAN LEWIS,2
VCC05,S.R. MARMON ELEMENTARY SCHOOL,VCC-1271-071-B,4,Mayor,TIMOTHY M. KELLER,1
VCC05,S.R. MARMON ELEMENTARY SCHOOL,VCC-1271-071-B,4,Mayor,DAN LEWIS,0
VCC05,S.R. MARMON ELEMENTARY SCHOOL,VCC-1271-071-B,5,Mayor,TIMOTHY M. KELLER,1
VCC05,S.R. MARMON ELEMENTARY SCHOOL,VCC-1271-071-B,5,Mayor,DAN LEWIS,3
VCC05,S.R. MARMON ELEMENTARY SCHOOL,VCC-1271-071-B,5,City Council District 5,CYNTHIA D. BORREGO,4
VCC05,S.R. MARMON ELEMENTARY SCHOOL,VCC-1271-071-B,5,City Council District 5,ROBERT J. ARAGON,0
VCC05,S.R. MARMON ELEMENTARY SCHOOL,VCC-1271-071-B,7,Mayor,TIMOTHY M. KELLER,2
VCC05,S.R. MARMON ELEMENTARY SCHOOL,VCC-1271-071-B,7,Mayor,DAN LEWIS,0
VCC05,S.R. MARMON ELEMENTARY SCHOOL,VCC-1271-071-B,8,Mayor,TIMOTHY M. KELLER,0
VCC05,S.R. MARMON ELEMENTARY SCHOOL,VCC-1271-071-B,8,Mayor,DAN LEWIS,1
VCC05,S.R. MARMON ELEMENTARY SCHOOL,VCC-1271-071-B,9,Mayor,TIMOTHY M. KELLER,2
VCC05,S.R. MARMON ELEMENTARY SCHOOL,VCC-1271-071-B,9,Mayor,DAN LEWIS,0
VCC05,S.R. MARMON ELEMENTARY SCHOOL,VCC-1272-072-C,1,Mayor,TIMOTHY M. KELLER,3
VCC05,S.R. MARMON ELEMENTARY SCHOOL,VCC-1272-072-C,1,Mayor,DAN LEWIS,0
VCC06,WEST MESA COMMUNITY CENTER,VCC-1276-076-C,1,Mayor,TIMOTHY M. KELLER,259
VCC06,WEST MESA COMMUNITY CENTER,VCC-1276-076-C,1,Mayor,DAN LEWIS,147
VCC06,WEST MESA COMMUNITY CENTER,VCC-1276-076-C,2,Mayor,TIMOTHY M. KELLER,14
VCC06,WEST MESA COMMUNITY CENTER,VCC-1276-076-C,2,Mayor,DAN LEWIS,8
VCC06,WEST MESA COMMUNITY CENTER,VCC-1276-076-C,3,Mayor,TIMOTHY M. KELLER,17
VCC06,WEST MESA COMMUNITY CENTER,VCC-1276-076-C,3,Mayor,DAN LEWIS,13
VCC06,WEST MESA COMMUNITY CENTER,VCC-1276-076-C,4,Mayor,TIMOTHY M. KELLER,3
VCC06,WEST MESA COMMUNITY CENTER,VCC-1276-076-C,4,Mayor,DAN LEWIS,1
VCC06,WEST MESA COMMUNITY CENTER,VCC-1276-076-C,5,Mayor,TIMOTHY M. KELLER,5
VCC06,WEST MESA COMMUNITY CENTER,VCC-1276-076-C,5,Mayor,DAN LEWIS,2
VCC06,WEST MESA COMMUNITY CENTER,VCC-1276-076-C,5,City Council District 5,CYNTHIA D. BORREGO,4
VCC06,WEST MESA COMMUNITY CENTER,VCC-1276-076-C,5,City Council District 5,ROBERT J. ARAGON,2
VCC06,WEST MESA COMMUNITY CENTER,VCC-1276-076-C,6,Mayor,TIMOTHY M. KELLER,4
VCC06,WEST MESA COMMUNITY CENTER,VCC-1276-076-C,6,Mayor,DAN LEWIS,1
VCC06,WEST MESA COMMUNITY CENTER,VCC-1276-076-C,7,Mayor,TIMOTHY M. KELLER,3
VCC06,WEST MESA COMMUNITY CENTER,VCC-1276-076-C,7,Mayor,DAN LEWIS,6
VCC06,WEST MESA COMMUNITY CENTER,VCC-1276-076-C,8,Mayor,TIMOTHY M. KELLER,1
VCC06,WEST MESA COMMUNITY CENTER,VCC-1276-076-C,8,Mayor,DAN LEWIS,0
VCC06,WEST MESA COMMUNITY CENTER,VCC-1276-076-C,9,Mayor,TIMOTHY M. KELLER,4
VCC06,WEST MESA COMMUNITY CENTER,VCC-1276-076-C,9,Mayor,DAN LEWIS,5
VCC07,ALBUQUERQUE MUSEUM,VCC-1278-078-A,1,Mayor,TIMOTHY M. KELLER,10
VCC07,ALBUQUERQUE MUSEUM,VCC-1278-078-A,1,Mayor,DAN LEWIS,5
VCC07,ALBUQUERQUE MUSEUM,VCC-1278-078-A,2,Mayor,TIMOTHY M. KELLER,148
VCC07,ALBUQUERQUE MUSEUM,VCC-1278-078-A,2,Mayor,DAN LEWIS,36
VCC07,ALBUQUERQUE MUSEUM,VCC-1278-078-A,3,Mayor,TIMOTHY M. KELLER,4
VCC07,ALBUQUERQUE MUSEUM,VCC-1278-078-A,3,Mayor,DAN LEWIS,1
VCC07,ALBUQUERQUE MUSEUM,VCC-1278-078-A,4,Mayor,TIMOTHY M. KELLER,5
VCC07,ALBUQUERQUE MUSEUM,VCC-1278-078-A,4,Mayor,DAN LEWIS,2
VCC07,ALBUQUERQUE MUSEUM,VCC-1278-078-A,5,Mayor,TIMOTHY M. KELLER,5
VCC07,ALBUQUERQUE MUSEUM,VCC-1278-078-A,5,Mayor,DAN LEWIS,6
VCC07,ALBUQUERQUE MUSEUM,VCC-1278-078-A,5,City Council District 5,CYNTHIA D. BORREGO,4
VCC07,ALBUQUERQUE MUSEUM,VCC-1278-078-A,5,City Council District 5,ROBERT J. ARAGON,6
VCC07,ALBUQUERQUE MUSEUM,VCC-1278-078-A,6,Mayor,TIMOTHY M. KELLER,9
VCC07,ALBUQUERQUE MUSEUM,VCC-1278-078-A,6,Mayor,DAN LEWIS,1
VCC07,ALBUQUERQUE MUSEUM,VCC-1278-078-A,7,Mayor,TIMOTHY M. KELLER,4
VCC07,ALBUQUERQUE MUSEUM,VCC-1278-078-A,7,Mayor,DAN LEWIS,0
VCC07,ALBUQUERQUE MUSEUM,VCC-1278-078-A,8,Mayor,TIMOTHY M. KELLER,2
VCC07,ALBUQUERQUE MUSEUM,VCC-1278-078-A,8,Mayor,DAN LEWIS,2
VCC07,ALBUQUERQUE MUSEUM,VCC-1278-078-A,9,Mayor,TIMOTHY M. KELLER,5
VCC07,ALBUQUERQUE MUSEUM,VCC-1278-078-A,9,Mayor,DAN LEWIS,1
VCC07,ALBUQUERQUE MUSEUM,VCC-1279-079-B,1,Mayor,TIMOTHY M. KELLER,25
VCC07,ALBUQUERQUE MUSEUM,VCC-1279-079-B,1,Mayor,DAN LEWIS,3
VCC07,ALBUQUERQUE MUSEUM,VCC-1279-079-B,2,Mayor,TIMOTHY M. KELLER,207
VCC07,ALBUQUERQUE MUSEUM,VCC-1279-079-B,2,Mayor,DAN LEWIS,38
VCC07,ALBUQUERQUE MUSEUM,VCC-1279-079-B,3,Mayor,TIMOTHY M. KELLER,12
VCC07,ALBUQUERQUE MUSEUM,VCC-1279-079-B,3,Mayor,DAN LEWIS,1
VCC07,ALBUQUERQUE MUSEUM,VCC-1279-079-B,4,Mayor,TIMOTHY M. KELLER,9
VCC07,ALBUQUERQUE MUSEUM,VCC-1279-079-B,4,Mayor,DAN LEWIS,1
VCC07,ALBUQUERQUE MUSEUM,VCC-1279-079-B,5,Mayor,TIMOTHY M. KELLER,8
VCC07,ALBUQUERQUE MUSEUM,VCC-1279-079-B,5,Mayor,DAN LEWIS,0
VCC07,ALBUQUERQUE MUSEUM,VCC-1279-079-B,5,City Council District 5,CYNTHIA D. BORREGO,5
VCC07,ALBUQUERQUE MUSEUM,VCC-1279-079-B,5,City Council District 5,ROBERT J. ARAGON,3
VCC07,ALBUQUERQUE MUSEUM,VCC-1279-079-B,6,Mayor,TIMOTHY M. KELLER,22
VCC07,ALBUQUERQUE MUSEUM,VCC-1279-079-B,6,Mayor,DAN LEWIS,1
VCC07,ALBUQUERQUE MUSEUM,VCC-1279-079-B,7,Mayor,TIMOTHY M. KELLER,13
VCC07,ALBUQUERQUE MUSEUM,VCC-1279-079-B,7,Mayor,DAN LEWIS,2
VCC07,ALBUQUERQUE MUSEUM,VCC-1279-079-B,8,Mayor,TIMOTHY M. KELLER,10
VCC07,ALBUQUERQUE MUSEUM,VCC-1279-079-B,8,Mayor,DAN LEWIS,3
VCC07,ALBUQUERQUE MUSEUM,VCC-1279-079-B,9,Mayor,TIMOTHY M. KELLER,10
VCC07,ALBUQUERQUE MUSEUM,VCC-1279-079-B,9,Mayor,DAN LEWIS,0
VCC07,ALBUQUERQUE MUSEUM,VCC-1280-080-C,1,Mayor,TIMOTHY M. KELLER,19
VCC07,ALBUQUERQUE MUSEUM,VCC-1280-080-C,1,Mayor,DAN LEWIS,1
VCC07,ALBUQUERQUE MUSEUM,VCC-1280-080-C,2,Mayor,TIMOTHY M. KELLER,215
VCC07,ALBUQUERQUE MUSEUM,VCC-1280-080-C,2,Mayor,DAN LEWIS,42
VCC07,ALBUQUERQUE MUSEUM,VCC-1280-080-C,3,Mayor,TIMOTHY M. KELLER,15
VCC07,ALBUQUERQUE MUSEUM,VCC-1280-080-C,3,Mayor,DAN LEWIS,5
VCC07,ALBUQUERQUE MUSEUM,VCC-1280-080-C,4,Mayor,TIMOTHY M. KELLER,8
VCC07,ALBUQUERQUE MUSEUM,VCC-1280-080-C,4,Mayor,DAN LEWIS,2
VCC07,ALBUQUERQUE MUSEUM,VCC-1280-080-C,5,Mayor,TIMOTHY M. KELLER,6
VCC07,ALBUQUERQUE MUSEUM,VCC-1280-080-C,5,Mayor,DAN LEWIS,5
VCC07,ALBUQUERQUE MUSEUM,VCC-1280-080-C,5,City Council District 5,CYNTHIA D. BORREGO,6
VCC07,ALBUQUERQUE MUSEUM,VCC-1280-080-C,5,City Council District 5,ROBERT J. ARAGON,4
VCC07,ALBUQUERQUE MUSEUM,VCC-1280-080-C,6,Mayor,TIMOTHY M. KELLER,16
VCC07,ALBUQUERQUE MUSEUM,VCC-1280-080-C,6,Mayor,DAN LEWIS,2
VCC07,ALBUQUERQUE MUSEUM,VCC-1280-080-C,7,Mayor,TIMOTHY M. KELLER,10
VCC07,ALBUQUERQUE MUSEUM,VCC-1280-080-C,7,Mayor,DAN LEWIS,2
VCC07,ALBUQUERQUE MUSEUM,VCC-1280-080-C,8,Mayor,TIMOTHY M. KELLER,11
VCC07,ALBUQUERQUE MUSEUM,VCC-1280-080-C,8,Mayor,DAN LEWIS,2
VCC07,ALBUQUERQUE MUSEUM,VCC-1280-080-C,9,Mayor,TIMOTHY M. KELLER,7
VCC07,ALBUQUERQUE MUSEUM,VCC-1280-080-C,9,Mayor,DAN LEWIS,4
VCC08,BARELAS SENIOR CENTER,VCC-1282-082-A,1,Mayor,TIMOTHY M. KELLER,16
VCC08,BARELAS SENIOR CENTER,VCC-1282-082-A,1,Mayor,DAN LEWIS,6
VCC08,BARELAS SENIOR CENTER,VCC-1282-082-A,2,Mayor,TIMOTHY M. KELLER,171
VCC08,BARELAS SENIOR CENTER,VCC-1282-082-A,2,Mayor,DAN LEWIS,35
VCC08,BARELAS SENIOR CENTER,VCC-1282-082-A,3,Mayor,TIMOTHY M. KELLER,17
VCC08,BARELAS SENIOR CENTER,VCC-1282-082-A,3,Mayor,DAN LEWIS,7
VCC08,BARELAS SENIOR CENTER,VCC-1282-082-A,4,Mayor,TIMOTHY M. KELLER,7
VCC08,BARELAS SENIOR CENTER,VCC-1282-082-A,4,Mayor,DAN LEWIS,3
VCC08,BARELAS SENIOR CENTER,VCC-1282-082-A,5,Mayor,TIMOTHY M. KELLER,9
VCC08,BARELAS SENIOR CENTER,VCC-1282-082-A,5,Mayor,DAN LEWIS,3
VCC08,BARELAS SENIOR CENTER,VCC-1282-082-A,5,City Council District 5,CYNTHIA D. BORREGO,8
VCC08,BARELAS SENIOR CENTER,VCC-1282-082-A,5,City Council District 5,ROBERT J. ARAGON,4
VCC08,BARELAS SENIOR CENTER,VCC-1282-082-A,6,Mayor,TIMOTHY M. KELLER,28
VCC08,BARELAS SENIOR CENTER,VCC-1282-082-A,6,Mayor,DAN LEWIS,7
VCC08,BARELAS SENIOR CENTER,VCC-1282-082-A,7,Mayor,TIMOTHY M. KELLER,14
VCC08,BARELAS SENIOR CENTER,VCC-1282-082-A,7,Mayor,DAN LEWIS,3
VCC08,BARELAS SENIOR CENTER,VCC-1282-082-A,8,Mayor,TIMOTHY M. KELLER,5
VCC08,BARELAS SENIOR CENTER,VCC-1282-082-A,8,Mayor,DAN LEWIS,1
VCC08,BARELAS SENIOR CENTER,VCC-1282-082-A,9,Mayor,TIMOTHY M. KELLER,7
VCC08,BARELAS SENIOR CENTER,VCC-1282-082-A,9,Mayor,DAN LEWIS,1
VCC08,BARELAS SENIOR CENTER,VCC-1283-083-B,1,Mayor,TIMOTHY M. KELLER,19
VCC08,BARELAS SENIOR CENTER,VCC-1283-083-B,1,Mayor,DAN LEWIS,10
VCC08,BARELAS SENIOR CENTER,VCC-1283-083-B,2,Mayor,TIMOTHY M. KELLER,179
VCC08,BARELAS SENIOR CENTER,VCC-1283-083-B,2,Mayor,DAN LEWIS,36
VCC08,BARELAS SENIOR CENTER,VCC-1283-083-B,3,Mayor,TIMOTHY M. KELLER,12
